"union","school","black","married","wage"
0,15,0,0,9.73415682076059
0,15,0,1,8.97926080388275
0,15,0,1,11.3400113400101
0,15,0,1,15.2264940995731
0,15,0,1,19.4218033615549
0,15,0,1,21.4355707991444
0,12,0,0,4.77876106172718
0,12,0,0,5.38461538468096
0,12,0,0,5.42220936982005
0,12,0,1,5.26389668699668
0,12,0,1,5.4632867133375
0,12,0,1,5.32156926297167
0,12,0,1,5.13313985727526
0,12,0,1,5.97133757964018
1,12,0,1,8.2250927772777
1,12,0,1,8.07692307695549
1,12,0,1,7.71158665861058
1,12,0,1,3.69934498464025
0,12,0,1,4.428904428787
0,12,0,1,4.6777546777888
0,12,0,1,4.64195085702041
0,12,0,1,4.28163747096435
1,11,0,0,5.10342581013597
1,11,0,0,5.90094836662323
0,11,0,0,7.15102974846316
0,11,0,1,7.9660303197733
0,11,0,1,8.40505648212111
0,11,0,1,9.66411122658815
0,11,0,1,7.3311991394855
0,11,0,1,11.2633541146746
0,12,0,0,5.96599383537979
0,12,0,0,9.78417266187632
0,12,0,0,9.62406015045381
0,12,0,1,9.73236009726722
0,12,0,1,9.09870798343132
0,12,0,1,9.02368166185485
0,12,0,1,9.08750127806938
0,12,0,1,11.9039099216927
0,12,0,0,5.17265904834994
0,12,0,0,3.80220220232845
0,12,0,1,4.58512714606676
0,12,0,1,4.13237111713267
0,12,0,1,2.4692821303219
0,12,0,1,6.6098707403105
0,12,0,1,5.95034765462887
0,12,0,1,5.46305608337168
0,12,0,0,6.28519710356782
1,12,0,0,6.15384615377018
0,12,0,0,5.32142043406451
0,12,0,0,4.82027268975408
0,12,0,0,5.37923614871039
0,12,0,0,4.87266112259797
0,12,0,0,5.89021905221025
0,12,0,0,6.43067123926703
0,12,1,0,4.31841388721249
0,12,1,0,4.80769230778452
1,12,1,0,5.24146905736525
0,12,1,0,5.61482313314699
0,12,1,0,5.88353953712431
0,12,1,0,7.47141372111562
0,12,1,0,7.32297503828672
0,12,1,0,7.04311611986121
0,11,0,0,5.21789948238393
0,11,0,1,4.43503267958846
0,11,0,1,6.56121435686485
0,11,0,1,7.85406807283081
1,11,0,1,12.0472476239952
1,11,0,1,11.3695426195408
1,11,0,1,12.6108857161837
1,11,0,1,7.92167369954238
0,12,0,1,8.72191967318704
0,12,0,1,10.2307692311762
0,12,0,1,10.84441873899
0,12,0,1,10.3523301516777
0,12,0,1,11.1619150076514
0,12,0,1,10.8497920998637
0,12,0,1,10.5068772284539
0,12,0,1,13.1675649188924
0,13,0,0,2.64488147964934
0,13,0,0,2.72673384698067
0,13,0,1,3.00306980464181
0,13,0,1,3.36889387977362
0,13,0,1,3.74058404687341
0,13,0,1,4.01381629275993
0,13,0,1,4.82368429002414
0,13,0,1,6.69057431873494
0,12,0,0,5.37967022647088
0,12,0,0,5.26829268303295
0,12,0,0,5.78368999425742
1,12,0,0,5.77449466567525
0,12,0,0,5.04303388910116
0,12,0,0,5.19750519776231
0,12,0,0,5.73102394319604
0,12,0,0,5.6242178824326
0,14,0,0,6.95419774476895
0,14,0,0,8.33333333333257
0,14,0,0,8.6755349913153
0,14,0,0,12.0522831437574
0,14,0,0,10.7584722967759
0,14,0,0,9.93324001265542
0,14,0,0,9.96511166378431
0,14,0,0,13.2219637160868
0,12,0,0,4.00221238952836
0,12,0,0,8.39454354662942
0,12,0,0,2.63496579293312
0,12,0,0,3.20143424258015
0,12,0,0,3.88304275226133
0,12,0,0,4.12164909931472
1,12,0,0,3.37023743307218
0,12,0,0,5.15186849686774
0,12,0,0,1.98124422140858
0,12,0,0,2.94170403592159
0,12,0,0,2.31552332151236
0,12,0,0,4.51573982272783
0,12,0,0,2.77500277500583
0,12,0,0,1.7204704705284
0,12,0,0,1.12155522325905
0,12,0,0,1.36731880182659
0,12,0,0,5.08742678799971
0,12,0,0,6.55924170615098
1,12,0,0,5.70416425696217
1,12,0,0,8.97810218943682
0,12,0,1,8.03523399715476
0,12,0,1,6.81038181021063
0,12,0,1,8.64268789073872
0,12,0,0,7.27934485926587
1,12,0,0,4.04186521455681
1,12,0,1,4.57142857122554
1,12,0,1,4.52289815451358
1,12,0,1,5.18122553677827
1,12,0,0,4.70683162976633
1,12,0,1,6.21494135639016
1,12,0,1,6.57766881414903
1,12,0,1,7.56597106456293
1,12,0,0,5.64865373740222
0,12,0,0,6.1334595362645
1,12,0,0,5.47421184560834
1,12,0,0,6.95630791560152
0,12,0,0,6.9292578207937
0,12,0,0,8.16441441476916
0,12,0,0,8.95351888747583
0,12,0,0,7.42715624428053
0,12,0,0,16.806784660105
0,12,0,0,8.84615384613869
0,12,0,1,10.0686498854752
0,12,0,1,9.50028074143641
0,12,0,1,10.5096826249801
0,12,0,1,10.1132686086898
0,12,0,1,9.52023943383574
0,12,0,1,11.082335923283
0,11,0,0,3.42816284745811
0,11,0,0,3.921568627358
0,11,0,0,5.42220936982005
0,11,0,0,5.26389668699668
0,11,0,0,4.73923666689935
0,11,0,0,0.489620054810584
0,11,0,0,4.34263380737015
0,11,0,0,1.67030421815795
1,13,0,1,7.0963432957018
0,13,0,0,6.64150943365692
1,13,0,1,22.1141088007007
1,13,0,1,6.7585834007983
0,13,0,1,5.02921735812823
0,13,0,1,7.97672672678828
0,13,0,1,8.22797511535086
0,13,0,1,8.63294204381476
0,12,0,0,5.23642456912178
0,12,0,1,4.32432432436929
0,12,0,1,2.73964262894157
0,12,0,1,4.38394598969069
0,12,0,1,1.8565505291688
0,12,0,0,9.25925925964891
0,12,0,0,14.2638818138234
0,12,0,0,8.49256900224535
0,12,0,0,4.46947349618596
0,12,0,0,4.96153846133906
0,12,0,0,4.5034461153069
0,12,0,0,6.03784281790363
0,12,0,0,5.22205067674313
0,12,0,0,5.83214793751762
0,12,0,0,5.59952619373491
0,12,0,0,5.82442681411636
0,14,0,0,2.43885443522948
0,14,0,0,6.89655172440302
0,14,0,0,6.70363497928446
0,14,0,0,6.58882306445542
0,14,0,0,5.3586260480263
0,14,0,0,6.66159116845978
0,14,0,0,5.97969892197952
0,14,0,0,4.77707006378002
0,10,0,0,2.69803582998666
1,10,0,0,10.4347826085617
1,10,0,0,5.37056928013335
0,10,0,1,7.3130034130597
1,10,0,1,11.5653577192697
1,10,0,1,11.5904365901751
1,10,0,1,8.77791946076196
1,10,0,1,11.2007817021464
1,11,0,0,4.89278420678826
1,11,0,0,4.9999999998295
1,11,0,0,4.51850780815606
1,11,0,0,4.73750701857097
1,11,0,0,4.70683162976633
0,11,0,0,5.03508315990215
1,11,0,1,6.20860927133915
1,11,0,1,7.31871631579492
0,13,0,0,4.74083438686724
0,13,0,0,1.52639999998186
0,13,0,0,2.0348744201695
0,13,0,0,2.53887654711597
0,13,0,0,0.027901391551521
0,13,0,0,3.75375375369406
0,13,0,0,4.01364639793408
0,13,0,0,4.6809435445879
0,10,0,0,0.688898481929912
0,10,0,0,1.83366077267514
0,10,0,0,2.37472231725378
0,10,0,0,1.66891077884705
0,10,0,0,1.98161389167302
0,10,0,0,2.71760046670915
0,10,0,0,4.19905941080296
0,10,0,0,3.24474108575687
0,12,0,0,2.41980088485994
0,12,0,0,4.15730337076103
0,12,0,0,3.91926317863156
0,12,0,0,4.02163640370313
0,12,0,0,6.00258110984984
0,12,0,0,7.01663201662592
0,12,0,1,9.61776263400275
0,12,0,1,13.8594008027167
1,14,1,0,4.77182023243191
1,14,1,0,5.28301886783404
0,14,1,0,5.87406015020643
0,14,1,0,5.96574957887063
0,14,1,0,7.3964497043397
1,14,1,0,5.19750519776231
0,14,1,0,8.37885306353177
1,14,1,1,5.41092078429416
0,12,0,0,6.52612321288415
0,12,0,0,7.07576923065453
0,12,0,1,6.47050318103066
0,12,0,1,8.79807692277648
0,12,0,1,6.78352655105609
1,12,0,1,7.52270489145231
1,12,0,1,8.31166045511134
1,12,0,0,7.22559113539982
0,12,0,0,4.80881616315983
0,12,0,0,4.7692307693092
0,12,0,0,4.80653689039564
0,12,0,0,6.01417742844909
0,12,0,0,6.27875687283579
0,12,0,1,6.13453920848084
0,12,0,1,7.6782800649288
0,12,0,1,6.72548166317456
1,10,0,0,1.81641164254072
0,10,0,0,1.60800000006951
0,10,0,0,2.97506355828858
1,10,0,0,2.71828738979753
1,10,0,0,2.30033124769024
1,10,0,0,4.06039842648105
1,10,0,0,5.66399442327695
1,10,0,0,6.5723544527979
1,12,0,0,7.38938053068885
1,12,0,1,10.0513992000509
1,12,0,1,10.0624696068213
1,12,0,0,6.55623060426474
0,12,0,1,6.48765297191533
1,12,0,1,7.99805487266967
1,12,0,1,6.60250895372796
0,12,0,0,6.10695037446926
1,10,0,0,2.71171337253655
1,10,0,0,1.25984251971624
1,10,0,0,1.5407370886304
1,10,0,0,2.64892865547043
1,10,0,0,1.66897541601184
0,10,0,0,2.58166959066212
0,10,0,0,3.6063208971403
0,10,0,1,3.96643077423187
0,13,1,0,6.45847515297161
0,13,1,0,8.45070422556481
0,13,1,0,2.83175471147329
0,13,1,0,5.8238856964184
0,13,1,0,6.81521867949041
0,13,1,0,9.55500955507896
0,13,1,0,8.2643717427712
0,13,1,0,6.63481953321335
0,13,0,0,3.23957016441692
0,13,0,0,4.10256410254695
0,13,0,0,5.03188664743489
0,13,0,0,5.41374227974519
0,13,0,0,7.11034158174023
0,13,0,0,6.75675675663499
0,13,0,0,7.52558699595803
0,13,0,0,9.7991180791153
0,12,0,1,4.79709024239693
1,12,0,1,4.03846153831599
1,12,0,1,3.97628687121664
1,12,0,1,4.45676586182505
1,12,0,1,4.03442711133826
1,12,0,1,4.22297297309001
1,12,0,1,4.93504839538662
1,12,0,1,5.05267025950943
0,12,0,0,4.96546245023016
0,12,0,0,7.65217391297459
0,12,0,0,9.38045690043937
0,12,0,0,9.18591587128976
0,12,0,0,11.5632399099151
0,12,0,0,13.5135135138113
0,12,0,0,10.5454085293252
0,12,0,1,8.90828916287062
0,11,0,0,2.34798743925298
0,11,0,0,2.44041237116191
0,11,0,0,2.3397433870447
0,11,0,0,1.80568085509556
0,11,0,0,3.33000333002713
0,11,0,0,4.73327968963888
0,11,0,0,6.06246066624202
0,11,0,1,5.46263014713306
0,15,0,0,8.45913586682636
0,15,0,0,9.23076923057992
0,15,0,0,8.46271523002081
0,15,0,0,9.35803855556324
0,15,0,0,10.4596258437393
0,15,0,1,11.1835973900529
0,15,0,1,1.05068772283914
0,15,0,1,13.7800097991611
0,13,0,0,2.26911731328751
0,13,0,0,1.8032573289609
0,13,0,0,4.05425328022467
0,13,0,0,4.73750701857097
0,13,0,0,5.04303388910116
0,13,0,0,4.99267740660786
0,13,0,0,5.00327487083933
0,13,0,0,3.31166035617372
0,14,0,0,2.82815609369102
0,14,0,0,3.89565217410107
0,14,0,0,3.52719170875618
0,14,0,0,3.75358033803024
0,14,0,0,5.57767257651816
0,14,0,0,3.7076533026221
0,14,0,0,4.10261595231049
0,14,0,0,3.99964003251848
1,13,0,0,9.36010891743597
1,13,0,0,10.7692307687163
1,13,0,1,10.8757912135807
0,13,0,1,10.8550238220807
0,13,0,1,11.0263180807892
0,13,0,1,11.8387618392511
0,13,0,1,9.62245995339604
0,13,0,1,9.7991180791153
1,12,0,0,7.93120721355521
1,12,0,0,7.30769230740728
1,12,0,0,7.22961249271904
1,12,0,0,8.07130825398461
1,12,0,0,8.40505648212111
1,12,0,0,9.09563409576186
1,12,0,0,11.8865681781143
1,12,0,0,9.18667319951575
0,12,0,0,4.1269571137989
0,12,0,0,4.38461538473371
0,12,0,0,3.99436090218824
0,12,0,0,4.56204379558268
0,12,0,1,4.16890801495368
0,12,0,1,4.22297297309001
0,12,0,1,4.13907284759322
0,12,0,1,3.98089171979262
0,11,0,1,4.74761669638803
0,11,0,1,4.40366972489045
0,11,0,1,3.47021399643643
0,11,0,1,2.05613241499602
0,11,0,1,2.24134839519267
0,11,0,1,2.27755845722433
0,11,0,1,3.03143363503856
0,11,0,1,9.38059904545585
0,12,0,0,4.25459496274434
0,12,0,0,5.76923076937631
0,12,0,0,4.69924812023192
0,12,0,0,7.72038180793402
0,12,0,0,8.60328158390201
0,12,0,0,9.65250965292708
0,12,0,1,15.6011207340302
0,12,0,1,13.1599726272657
0,10,0,0,2.06403673989992
0,10,0,0,6.01503759370723
0,10,0,0,3.1960879883567
0,10,0,1,4.30423788108076
0,10,0,1,2.79608436338263
0,10,0,1,3.68156618171786
0,10,0,1,5.20638094022407
1,10,0,1,3.70315508810374
0,12,0,1,6.70677533322961
0,12,0,1,7.54640287779373
0,12,0,1,6.65539446720254
0,12,0,1,8.35204941024171
0,12,0,1,6.55594405604463
0,12,0,1,7.3336798335243
0,12,0,1,7.12796234452554
0,12,0,1,6.88586675845384
0,10,0,0,2.96832206682733
0,10,0,0,3.48735832616336
0,10,0,0,4.69924812023192
0,10,0,0,3.86400204077109
0,10,0,0,4.16250416247477
0,10,0,0,2.87657572422289
0,10,0,0,3.5403390393948
0,10,0,0,7.38912616229275
0,12,0,0,6.60035845023977
0,12,0,0,4.39963336404952
0,12,0,0,3.37920996429637
0,12,0,0,2.09088228953469
0,12,0,1,3.62833292616759
0,12,0,1,2.92561792563608
0,12,0,1,3.73285084412439
0,12,0,0,7.51611628806664
1,9,0,0,3.03740312787351
0,9,0,1,3.19661538446595
1,9,0,1,2.89184499701288
0,9,0,1,3.08815272309379
0,9,0,1,3.28438684616036
1,9,0,1,3.39666812972502
0,9,0,1,3.20485702502186
0,9,0,1,4.03858580247776
0,12,0,1,3.82913546630842
0,12,0,1,4.08163265290853
0,12,0,1,4.6168051707514
0,12,0,1,5.79848557210547
0,12,0,1,6.72404518579244
0,12,0,1,7.14370758438902
0,12,0,1,8.50298422011616
0,12,0,1,8.80710859517761
0,11,0,0,3.53982300886499
0,11,0,0,3.58974358981661
0,11,0,0,2.71763746709138
0,11,0,0,2.6259009318681
0,11,0,0,2.79720279706832
0,11,0,0,2.75384554870197
0,11,0,1,3.61228175798833
1,11,0,1,4.08848338796806
0,14,0,0,4.72075058452542
0,14,0,0,8.39999999958615
0,14,0,0,15.7647407987773
0,14,0,0,4.52495400880392
0,14,0,0,6.91287878808427
0,14,0,0,9.75398475365292
0,14,0,0,9.63328698314051
0,14,0,1,9.80368856357414
0,13,0,0,2.41351568775655
0,13,0,0,7.69230769210342
0,13,0,0,6.25263783181902
0,13,0,0,5.89556428998456
0,13,0,0,6.18612157055201
0,13,0,0,14.2573766425256
0,13,0,0,16.0326445329836
0,13,0,0,17.3186830106997
0,12,0,0,4.68005445899854
0,12,0,1,4.80769230778452
0,12,0,1,5.24146905736525
0,12,0,1,5.26389668699668
0,12,0,1,7.3964497043397
0,12,0,1,6.49688149711057
0,12,0,1,6.62251655650853
0,12,0,1,7.65556099955018
0,14,0,0,4.10872313545206
0,14,0,0,5.30035335664101
0,14,0,0,6.83526999346508
0,14,0,0,5.70517660891548
0,14,0,0,7.47116131711512
0,14,0,1,9.24000924043342
0,14,0,1,8.07330075058156
0,14,0,1,10.3948212999478
0,12,1,0,3.67964969730439
0,12,1,0,3.78378378391591
0,12,1,0,3.66770584995391
0,12,1,0,5.10948905101682
0,12,1,0,5.25486074629515
0,12,1,0,5.19750519776231
0,12,1,0,4.73036896856197
0,12,1,0,6.91537761621648
0,13,0,0,6.38189244406441
0,13,0,0,4.9999999998295
1,13,0,0,5.42220936982005
1,13,0,0,4.65292116227153
0,13,0,1,7.69872329524502
0,13,0,1,6.82172557149245
0,13,0,1,8.27814569551802
0,13,0,1,9.18667319951575
0,12,1,0,4.52828235767289
0,12,1,0,4.5306122450717
0,12,1,0,2.89184499701288
0,12,1,0,3.86019090381239
0,12,1,0,3.37381916342711
0,12,1,0,3.23461759626041
0,12,1,0,3.82068262844648
0,12,1,1,3.98089171979262
0,8,0,0,5.0651425761819
1,8,0,0,5.76923076937631
1,8,0,0,6.92235396196771
1,8,0,0,5.92153284677351
1,8,0,0,6.47928994065004
1,8,0,0,7.47141372111562
1,8,0,0,9.50076413656847
1,8,0,0,9.49289563928136
0,11,0,0,4.62162578543451
0,11,0,1,3.81901639330892
0,11,0,0,5.2570450514355
0,11,0,1,3.98852971854767
0,11,0,1,4.53355396618049
0,11,0,0,4.15800415785313
0,11,0,1,4.23744203772483
0,11,0,0,4.23921913580719
0,12,0,1,5.75958702045665
0,12,0,0,6.24871794870849
1,12,0,0,5.78368999425742
0,12,0,0,5.94235448271994
0,12,0,0,5.59440559436073
1,12,0,0,5.65935885954414
0,12,0,1,5.8397124364857
0,12,0,1,6.73689367967075
0,15,0,0,1.74504461855501
0,15,0,0,4.73372781043856
0,15,0,0,5.4023477969772
0,15,0,0,5.1799361829413
0,15,0,0,9.1411856119765
0,15,0,0,6.65172944983237
0,15,0,0,5.99594074817842
0,15,0,0,7.83585013415387
0,8,0,0,4.68005445899854
0,8,0,0,5.4166666666253
0,8,0,1,6.53808434138461
0,8,0,1,13.3198358997798
0,8,0,1,15.4653039267797
0,8,0,1,6.43500643469376
0,8,0,1,6.76080576528726
0,8,0,1,6.73689367967075
0,8,0,0,2.88572527900276
0,8,0,0,4.33925049329094
0,8,0,0,3.81813909760537
0,8,0,0,3.649635036518
0,8,0,0,3.49650349663537
0,8,0,0,3.78938040727579
0,8,0,0,3.61807067118152
0,8,0,0,3.6189924725544
0,12,0,0,5.83980953243966
0,12,0,1,0.4848484849584
0,12,0,1,6.62495399369335
0,12,0,1,8.07130825398461
0,12,0,1,9.08182726403926
0,12,0,1,8.66250866236554
0,12,0,1,9.21928058899269
0,12,0,1,4.87370384670928
1,12,0,0,5.8713410481814
1,12,0,0,4.96153846133906
1,12,0,0,4.69924812023192
1,12,0,0,5.96574957887063
1,12,0,0,5.37923614871039
1,12,0,0,5.58731808714959
1,12,0,0,6.04941416183735
1,12,0,0,5.81822635966838
0,10,0,0,1.22910521134736
0,10,0,1,3.06807286677033
1,10,0,1,2.96274837704623
1,10,0,1,3.55699045492311
1,10,0,1,3.00228173407434
1,10,0,1,3.83906633918934
0,10,0,1,6.68619460021312
0,10,0,1,4.55120386690915
0,13,0,0,7.66339695070556
0,13,0,0,3.13418217426632
0,13,0,0,3.96908606194707
0,13,0,1,4.36559214895618
0,13,0,0,4.37062937073211
0,13,0,1,4.12176882754102
0,13,0,1,4.47467334888496
0,13,0,1,4.48551179680336
1,12,0,0,3.24896342593032
1,12,0,0,2.96621621618342
0,12,0,0,1.00776416562295
0,12,0,0,2.2182197365478
0,12,0,0,2.82138610673194
0,12,0,0,3.34803679496583
0,12,0,0,3.33495400410528
0,12,0,0,6.40501014137312
0,12,0,0,2.64956812044622
0,12,0,0,11.7647058824492
0,12,0,0,2.87207766111906
0,12,0,0,3.13542528913381
0,12,0,0,2.75315235947419
0,12,0,0,2.92359667345935
0,12,0,0,2.88632682841829
0,12,0,0,2.52673179111088
0,10,0,0,2.81167204361929
1,10,0,0,3.64239316235314
0,10,0,0,3.72276398644204
0,10,0,0,3.51913382399341
0,10,0,0,5.19282697491546
0,10,0,0,5.84719334715292
0,10,0,0,6.04941416183735
0,10,0,1,6.11464968144566
1,12,1,1,3.95872845626119
1,12,1,1,3.87252924558327
0,12,1,1,3.85579332953643
0,12,1,1,3.86204765773583
0,12,1,1,3.93655399678033
0,12,1,1,4.06055093547376
0,12,1,1,4.85759160617588
1,12,1,1,5.1345640884269
1,10,1,0,2.66152105938658
0,10,1,0,3.46153846150806
0,10,1,0,3.52443609035644
0,10,1,0,2.80741156646105
0,10,1,0,3.30750330747859
0,10,1,0,3.21589124181085
0,10,1,0,3.92122690852178
0,10,1,0,4.04836446073974
0,12,0,0,3.71310105811502
0,12,0,1,3.39622641496498
1,12,0,1,4.09131564981554
0,12,0,1,4.82755957210119
0,12,0,1,4.28816466549829
0,12,0,1,6.51967757220521
0,12,0,1,6.51395071100205
0,12,0,1,5.66171266820979
0,13,0,0,4.83582378250173
0,13,0,1,5.70884871531927
0,13,0,1,5.92290353883812
0,13,0,1,6.49583753538674
0,13,0,1,5.24038825471838
0,13,0,1,5.94784925759503
0,13,0,1,4.92746767597832
0,13,0,1,7.35287359482466
0,11,0,1,3.76106194685724
0,11,0,1,3.84615384628227
0,11,0,1,4.77154424501165
0,11,0,1,24.5494419175634
0,11,0,1,6.28584898270466
0,11,0,0,6.49120736446502
0,11,0,0,2.28362639877875
0,11,0,0,6.32629293611249
0,12,0,0,3.24291603000646
0,12,0,0,3.75939849623896
0,12,0,0,3.44170284882668
0,12,0,0,4.9184534669277
0,12,0,0,5.61457772975086
0,12,0,0,6.1720374221782
0,12,0,0,6.27228731530932
0,12,0,0,6.43067123926703
0,12,0,0,8.26219750981186
0,12,0,1,8.76312186198457
0,12,0,1,8.45568712644906
0,12,0,1,7.94410540770594
0,12,0,1,7.69477001842528
0,12,0,1,7.53047628069613
0,12,0,1,8.73538869792668
0,12,0,1,6.510969568603
1,12,0,0,1.75238762817396
0,12,0,0,4.69437652821582
0,12,0,0,4.62695199547168
0,12,0,0,4.9129702416241
0,12,0,0,5.39335664357405
0,12,0,0,5.19750519776231
0,12,0,0,4.78736136602865
0,12,0,1,7.91233136845826
1,15,0,0,0.680735194140055
1,15,0,0,6.59340659341123
1,15,0,0,7.29642961373534
1,15,0,0,8.47110646801398
1,15,0,0,6.07531471729006
0,15,0,0,8.41588919907888
0,15,0,0,13.8933913773421
0,15,0,0,16.3318634657476
0,11,0,0,5.07761497178203
0,11,0,0,5.03731343272692
0,11,0,0,4.17710944044167
0,11,0,0,5.67721005692478
0,11,0,0,5.56246637983786
0,11,0,1,6.1044698546691
0,11,0,1,6.04941416183735
0,11,0,1,8.88045075931593
0,11,0,0,5.95643294771572
1,11,0,0,6.92307692329342
0,11,0,0,7.59109311758704
0,11,0,0,8.24677147672444
0,11,0,0,8.40505648212111
1,11,0,0,8.12110187127282
0,11,0,0,9.55170657136307
0,11,0,0,18.3733463979301
1,12,0,0,4.31296124715441
1,12,0,0,5.38116591919656
0,12,0,1,6.50665124317273
0,12,0,1,7.72038180793402
0,12,0,0,10.4895104891917
0,12,0,0,10.8822765068219
0,12,0,0,11.1436576662865
0,12,0,0,11.9426751597587
1,11,0,0,5.10551395532407
1,11,0,0,5.38461538468096
1,11,0,0,5.935892362508
1,11,0,0,3.98142003987911
1,11,0,0,7.6188403036937
1,11,0,0,6.11471199676956
1,11,0,0,7.48123186603946
1,11,0,0,10.1760072361789
0,11,0,0,1.9031306499752
0,11,0,0,2.45454545453083
1,11,0,0,3.59231411854484
1,11,0,0,3.80170316296258
0,11,0,0,4.60066249556476
0,11,0,0,4.19630156462526
0,11,0,0,1.06223451791172
0,11,0,0,4.03003853118107
0,15,0,0,4.01239383885542
0,15,0,0,3.46153846150806
0,15,0,0,2.68024658280615
0,15,0,1,3.13947099909052
0,15,0,1,5.23098948314536
1,15,0,0,5.19750519776231
1,15,0,0,3.79263062679403
0,15,0,0,5.68698817091205
0,15,0,1,10.6364874060721
0,15,0,1,10.3565384619019
0,15,0,1,11.2058993633654
0,15,0,1,12.3526108933647
0,15,0,1,14.1204948897493
0,15,0,1,13.9602412331985
0,15,0,1,15.1614390022158
0,15,0,1,15.9386032969835
1,12,0,0,2.55275697755979
0,12,0,0,2.76995305166995
0,12,0,0,3.06472703501642
0,12,0,0,2.31264002309754
0,12,0,0,3.47727272736253
0,12,0,0,3.31340956340633
0,12,0,0,3.50229240972319
0,12,0,0,3.67466927971133
0,13,0,0,5.23023494222805
0,13,0,1,4.90153172888636
1,13,0,1,5.74754193187145
1,13,0,1,6.49213924741232
1,13,0,1,7.7998924153767
1,13,0,1,6.71201002327264
1,13,0,1,8.0355626714634
1,13,0,1,9.7991180791153
0,12,0,0,4.25459496274434
0,12,0,0,3.46153846150806
0,12,0,1,3.97628687121664
0,12,0,1,2.66704098810479
0,12,0,1,4.03442711133826
0,12,0,1,4.06055093547376
0,12,0,1,4.45746306684514
0,12,0,1,3.90578055515377
0,11,0,0,2.73461617604679
0,11,0,0,5.14183266947719
0,11,0,0,4.8101060327237
0,11,0,0,5.80074442874578
0,11,0,1,6.71175259846163
0,11,0,1,6.25625625636953
0,11,0,1,7.28239028886096
0,11,0,1,7.01865206803207
0,11,0,0,2.92708628071481
